file_name,activity_perc,service_perc,receiver_perc,provider_per
co.madseven.browser.apk,43.84,7.41,37.5,33.33
com.prism.download.adblock.privacy.flash.player.incognito.private_browser.browser.apk,75.0,7.41,37.5,33.33
com.wavesnet.www.mybrowsernew.apk,0.0,7.41,37.5,33.33
com.coccoc.trinhduyet.apk,0.0,0.0,0.0,0.0
org.malwarebytes.antimalware.apk,13.89,25.0,47.62,0.0
com.mebrowser.webapp.apk,25.0,33.33,60.0,0.0
com.cosmic.privacybrowser.apk,75.0,33.33,60.0,0.0
com.funn24time.fanbrowser.apk,10.0,0.0,60.0,0.0
com.dolphin.browser.engine.apk,50.0,100.0,60.0,0.0
com.tenta.android.apk,14.29,20.0,80.0,0.0
com.sec.android.app.sbrowser.apk,40.38,7.41,42.5,47.83
com.omigo.app.apk,2.44,18.18,40.0,0.0
mobi.mgeek.TunnyBrowser.apk,14.71,13.33,47.37,12.5
com.rocketshipapps.adblockfast.apk,0.0,0.0,100.0,100.0
com.bravo.rebbitbrowser.apk,12.5,28.57,66.67,0.0
com.udicorn.proxybrowser.unblockwebsites.apk,30.0,57.14,66.67,0.0
com.eset.ems2.gp.apk,21.43,60.0,80.0,0.0
com.wTricera_7848804.apk,12.9,11.11,72.73,0.0
com.evda.connecttor.apk,12.5,40.0,75.0,0.0
com.insafedev.browser.apk,12.04,31.43,62.5,18.18
com.omigo.browser.apk,2.78,42.86,66.67,0.0
com.UCMobile.intl.apk,48.15,25.53,57.89,9.09
