file_name,activity_perc,service_perc,receiver_perc,provider_per
com.wavesnet.www.mybrowser1.apk,0.0,0.0,18.75,20.0
org.adblockplus.browser.apk,26.42,7.69,20.69,25.0
com.rucksack.adblock.apk,13.79,12.5,70.59,0.0
ru.sputnik.browser.apk,25.0,15.38,83.33,0.0
io.funswitch.blocker.apk,2.86,19.23,45.83,0.0
com.airdatatech.optima.apk,32.0,2.63,42.11,50.0
ai.blokee.browser.android.apk,18.75,12.5,16.67,0.0
com.sahani2020.blaze.apk,37.5,0.0,100.0,0.0
com.blackbrowser.newsoft.blackbrowser.apk,0.0,25.0,80.0,0.0
com.spear_adblocker.apk,0.0,28.57,0.0,33.33
bg.alexxx.playtubeapp.apk,0.0,20.0,0.0,0.0
com.cake.browser.apk,48.94,7.69,45.45,0.0
com.alfeugds.adskipper.apk,0.0,100.0,45.45,0.0
com.brave.browser.apk,0.0,0.0,0.0,0.0
com.creativetrends.simplicity.app.apk,13.04,28.57,30.0,0.0
com.ume.browser.bose.apk,17.86,41.18,36.0,0.0
org.blokada.alarm.dnschanger.apk,50.0,40.0,0.0,0.0
com.ucturbo.apk,21.62,21.05,57.14,0.0
com.alohamobile.browser.lite.apk,20.0,14.29,30.77,0.0
com.everaccountable.bulldog.apk,0.0,75.0,75.0,0.0
com.kms.free.apk,10.67,30.3,55.0,0.0
com.AugmentedWorld.NOMOREADS.apk,0.0,30.3,55.0,0.0
com.eagle.web.browser.fast.privacy.browsers.donwloads.free.apk,37.5,33.33,66.67,0.0
com.pure.mini.browser.apk,4.17,10.0,18.18,0.0
com.cloudflare.onedotonedotonedotone.apk,9.3,19.23,23.08,0.0
com.betafish.adblocksbrowser.apk,0.0,0.0,100.0,100.0
com.notic.apk,0.0,66.67,100.0,100.0
made.in.india.adfreemusic.apk,0.0,50.0,100.0,100.0
com.opera.browser.apk,27.78,6.74,57.14,9.09
com.consulenza.umbrellacare.apk,13.79,30.0,83.33,0.0
com.teqtic.lockmeout.apk,0.0,0.0,100.0,0.0
s.sdownload.adblockerultimatebrowser.apk,15.09,0.0,40.0,0.0
com.merxury.blocker.apk,0.0,50.0,71.43,0.0
org.triple.banana.apk,27.78,8.22,22.22,33.33
de.mcs.mcsbrowser.apk,0.0,8.22,22.22,33.33
com.securebrowser.private.safesearch.adblock.apk,60.0,0.0,66.67,0.0
com.kiddoware.kidsafebrowser.apk,12.24,5.26,53.85,25.0
com.stealthmobile.browser.apk,42.86,13.33,66.67,0.0
co.blocksite.apk,13.33,36.36,42.11,0.0
com.stayfocused.apk,13.16,29.41,40.0,0.0
com.shaon.pmbrowser.apk,0.0,25.0,66.67,0.0
com.antiporn.pornoblock.safebrowser.apk,75.0,25.0,66.67,0.0
com.mc.browser.apk,3.33,25.0,62.5,0.0
appinventor.ai_rockanarghya.browser.apk,0.0,25.0,62.5,0.0
com.utube.videotube.vanced.kit.apk,23.08,7.69,30.0,0.0
com.OlyFox.webbrowser.apk,14.29,0.0,50.0,100.0
com.bestnewstopadvideoonlinetips.govidestopdeguidetips.apk,0.0,16.67,22.22,0.0
com.cliqz.browser.apk,12.5,0.0,50.0,0.0
net.browsetech.adremover.android.apk,0.0,20.0,50.0,0.0
com.appybuilder.asier_oyanguren.adApp2.apk,0.0,20.0,50.0,0.0
com.imoblife.checkadd_plug_in.apk,25.0,20.0,50.0,0.0
com.oh.bro.apk,0.0,33.33,66.67,0.0
com.wTopTon_11625919.apk,15.62,10.71,64.29,0.0
com.blink.browser.apk,57.14,12.5,27.27,0.0
com.disconnect.samsungcontentblocker.apk,0.0,12.5,27.27,0.0
com.xbrowser.play.apk,50.0,12.5,27.27,0.0
com.spaceship.netprotect.apk,0.0,27.27,18.18,20.0
com.avast.android.secure.browser.apk,0.0,6.67,41.18,0.0
com.opera.browser.beta.apk,27.03,6.82,57.14,9.09
com.avg.android.secure.browser.apk,20.0,12.5,42.86,0.0
com.hsv.freeadblockerbrowser.apk,19.35,10.71,34.21,16.67
com.fast.turbobrowser.apk,14.29,0.0,34.21,16.67
org.internetcondom.adblocker.apk,0.0,25.0,75.0,0.0
com.expecode.toweb.apk,22.22,0.0,100.0,0.0
com.kawkaw.pornblocker.safebrowser.up.apk,42.86,0.0,100.0,0.0
com.duckduckgo.mobile.android.apk,43.48,16.67,30.0,0.0
com.rucksack.adblock.anti_tracking.apk,13.79,12.5,70.59,0.0
org.mozilla.focus.apk,18.18,1.96,100.0,0.0
mtc.milesthecreator.adsaway.apk,0.0,1.96,100.0,0.0
com.mini.web.browser.apk,10.34,0.0,62.5,0.0
popup.ads.detector.apk,0.0,11.11,33.33,0.0
co.easy4u.popup.ads.detector.apk,0.0,16.67,66.67,0.0
com.farestld.black_tiger_browser.apk,7.69,0.0,66.67,0.0
com.plustwo.skipads.apk,0.0,28.57,66.67,0.0
co.crystalapp.crystal.apk,0.0,0.0,100.0,100.0
com.apusapps.browser.apk,8.18,22.86,60.0,8.33
trim.altict.com.apk,0.0,50.0,66.67,0.0
com.gc.adsSkipads.apk,0.0,100.0,66.67,0.0
com.emmanuelmolefi.skipadsapp.apk,0.0,50.0,0.0,0.0
org.torproject.torbrowser_alpha.apk,43.75,4.48,23.08,0.0
org.adblockplus.browser.beta.apk,26.42,7.69,20.69,25.0
com.ume.browser.cust.apk,23.4,23.53,26.09,0.0
com.opera.mini.native.beta.apk,27.27,25.81,27.59,0.0
com.opera.mini.native.apk,27.27,25.81,27.59,0.0
org.mozilla.firefox.apk,43.75,4.55,23.08,0.0
com.tafayor.appwatch.apk,0.0,33.33,0.0,0.0
adblocker.lite.browser.apk,14.29,0.0,0.0,0.0
com.hanstudio.notifyblocker.apk,18.52,16.67,16.67,0.0
com.trendmicro.freetmms.gmobi.apk,3.73,21.95,50.0,0.0
com.ecosia.android.apk,28.0,8.22,25.0,25.0
pure.lite.browser.apk,2.63,0.0,50.0,0.0
com.skip.video.ads.apk,0.0,100.0,50.0,0.0
fast.explorer.web.browser.apk,5.0,0.0,0.0,0.0
com.adguard.android.contentblocker.apk,0.0,33.33,30.0,50.0
com.drweb.apk,0.0,33.33,30.0,50.0
co.zew.deebrowser.apk,81.82,0.0,30.0,50.0
com.crdev.AdsStopper.apk,0.0,18.18,18.18,0.0
com.mw.applockerblocker.apk,0.0,33.33,18.18,0.0
nextapp.atlas.apk,0.0,33.33,18.18,0.0
com.ad_detector.airpushdetector.apk,0.0,100.0,100.0,0.0
com.smsBlocker.apk,8.0,13.79,32.0,0.0
id.mukti.app.adblockuiandroid.apk,0.0,13.79,32.0,0.0
com.agooday.skipads.apk,0.0,100.0,32.0,0.0
com.insher.main.apk,0.0,100.0,32.0,0.0
com.orbitum.browser.apk,13.64,26.67,71.43,0.0
com.androidbull.incognito.browser.apk,31.25,18.18,21.43,14.29
com.thmf.as.skip_ads.apk,0.0,20.0,66.67,0.0
com.comodo.cisme.antivirus.apk,17.86,41.94,70.59,28.57
reactivephone.msearch.apk,11.76,17.65,45.0,0.0
co.easy4u.ncleaner.apk,4.55,12.5,66.67,0.0
com.hsv.privatebrowser.apk,20.24,9.76,34.21,25.0
com.rotech.adblock.apk,0.0,9.76,34.21,25.0
com.appsisland.ads.shield.content.blocker.apk,0.0,9.76,34.21,25.0
com.qk.search.browser.apk,0.0,0.0,75.0,0.0
br.marcelo.monumentbrowser.apk,25.0,0.0,75.0,0.0
com.blindcut.flutter.browser.apk,0.0,14.29,33.33,0.0
com.magellanbrowser.adblocker.apk,13.33,0.0,33.33,0.0
com.lechneralexander.privatebrowser.apk,66.67,0.0,33.33,0.0
com.naver.whale.apk,20.72,8.66,33.33,20.0
com.kiwibrowser.browser.apk,32.0,2.63,42.11,50.0
com.nationaledtech.spinbrowser.apk,61.54,6.06,46.15,16.67
org.mozilla.firefox_beta.apk,37.5,4.55,23.08,0.0
com.opera.touch.apk,12.5,15.38,23.08,0.0
com.rhaon.ad_skip.apk,0.0,14.29,8.33,0.0
com.opera.oxbrowser.apk,13.04,0.0,8.33,0.0
io.friendly.apk,3.85,25.0,20.0,0.0
com.saschaha.browser.apk,0.0,25.0,20.0,0.0
app.adlocker.apk,15.0,25.0,100.0,0.0
com.blocknotification.gamemode.apk,0.0,33.33,0.0,0.0
com.Fullforce.browser.apk,0.0,0.0,0.0,0.0
adblock.browser.popup.detector.apk,71.43,0.0,66.67,0.0
com.TripleVGames.Adblocker.apk,0.0,0.0,66.67,0.0
app.no.vpn.apk,57.14,75.0,100.0,100.0
com.uc.browser.en.apk,46.67,21.62,44.44,0.0
com.camhart.pornblocker.apk,10.53,100.0,100.0,0.0
com.notification.cleaner.apk,3.23,38.46,75.0,0.0
com.keepsolid.privatebrowser.apk,6.67,33.33,37.5,0.0
com.browser.tssomas.apk,31.25,7.89,22.22,25.0
com.getfilefrom.browserdownloader.apk,9.52,11.11,9.09,0.0
com.rabbit.incognito.browser.apk,12.5,0.0,66.67,0.0
com.jimeem.fast.lite.browser.apk,20.0,0.0,66.67,0.0
com.epic.browser.apk,43.06,6.49,39.13,50.0
com.mi.globalbrowser.mini.apk,25.0,20.0,42.86,0.0
net.onecook.browser.apk,8.33,0.0,0.0,0.0
org.adblockplus.adblockplussbrowser.apk,0.0,0.0,100.0,100.0
com.nordvpn.android.apk,14.49,22.22,40.0,0.0
jp.myumyu.piggybrowser.apk,0.0,22.22,40.0,0.0
com.familyfirsttechnology.pornblocker.apk,10.0,29.41,75.0,0.0
com.adblocker.turbo.browser.apk,41.18,9.09,47.06,66.67
com.browser.yo.indian.apk,11.43,0.0,33.33,0.0
com.psafe.vpn.apk,4.55,19.05,33.33,0.0
com.cobalt.app.browser.apk,29.41,4.55,42.31,25.0
com.av1rus.adblockremover.apk,0.0,4.55,42.31,25.0
com.lostnet.fw.free.apk,7.14,33.33,100.0,25.0
com.jawaid.firebrowser.apk,10.0,11.11,33.33,0.0
com.pandora.browser.apk,36.9,7.79,38.1,50.0
cm.browser.privatewindow.download.apk,16.67,16.67,80.0,0.0
com.mobisoft.webguard.apk,13.33,14.29,75.0,0.0
com.browser.securebrowser.apk,38.46,7.69,55.56,0.0
browser4g.fast.internetwebexplorer.apk,13.89,33.33,33.33,0.0
com.eagle.web.browser.internet.privacy.browser.apk,9.09,28.57,66.67,0.0
com.nitron.mintbrowser.apk,6.67,40.0,66.67,0.0
mark.via.gp.apk,0.0,0.0,66.67,0.0
mobi.mgeek.browserfaster.apk,0.0,100.0,66.67,0.0
com.blocker.adblockxprotector.apk,0.0,0.0,100.0,0.0
app.stampy.browser.apk,20.0,15.38,66.67,0.0
fast.secure.light.browser.apk,4.35,12.5,9.09,0.0
com.seven.adclear.fsb.apk,5.56,8.7,23.08,25.0
com.techproof.websiteblocker.apk,2.0,10.53,53.85,0.0
org.mobilob.google.apk,0.0,10.53,53.85,0.0
com.elrond.maiar.apk,0.0,0.0,0.0,0.0
com.kuto.browser.apk,0.0,25.0,50.0,0.0
com.noad.it.apk,10.34,50.0,66.67,0.0
com.chimbori.hermitcrab.apk,28.57,50.0,27.27,0.0
com.mx.browser.apk,6.57,8.33,75.0,0.0
krow.dev.addetector.apk,0.0,8.33,75.0,0.0
com.pt.tool.away.apk,0.0,25.0,100.0,0.0
entertainment.privatebrowser.vnstore.apk,0.0,25.0,0.0,0.0
pcr.browser.polarity.apk,75.0,25.0,0.0,0.0
com.oorweb.uc.Activity.apk,2.38,0.0,100.0,0.0
com.cookiegames.smartcookie.apk,42.86,0.0,100.0,0.0
com.lookout.apk,9.21,11.76,46.67,0.0
co.madseven.browser.apk,43.84,7.41,37.5,33.33
matt.playtube.videotube.vancedtube.apk,17.65,5.88,10.0,0.0
com.prism.download.adblock.privacy.flash.player.incognito.private_browser.browser.apk,127.78,25.0,60.0,20.0
com.coccoc.trinhduyet.apk,0.0,0.0,0.0,0.0
org.malwarebytes.antimalware.apk,10.0,14.29,36.36,0.0
com.blocking.sites.apk,13.33,42.11,30.77,0.0
com.mebrowser.webapp.apk,25.0,33.33,60.0,0.0
com.mosoft.godzilla.apk,13.04,0.0,60.0,0.0
com.atominvention.atombrowser.apk,0.0,0.0,60.0,0.0
com.appspot.swisscodemonkeys.detector.apk,8.33,33.33,30.0,0.0
com.dolphin.browser.engine.apk,50.0,100.0,30.0,0.0
cz.mobilesoft.appblock.apk,5.71,36.67,57.89,0.0
com.tenta.android.apk,20.0,12.5,42.86,0.0
dnsfilter.android.apk,0.0,100.0,100.0,0.0
com.gobest.goclean.apk,0.0,0.0,100.0,0.0
com.segfaultstudios.suckmyads.apk,0.0,50.0,50.0,0.0
mobi.mgeek.TunnyBrowser.apk,13.24,9.09,46.67,11.11
com.rocketshipapps.adblockfast.apk,0.0,0.0,100.0,100.0
com.osiris.browser.apk,43.66,6.67,40.0,50.0
com.rotech.bloqueiaanuncios.apk,0.0,6.67,40.0,50.0
com.thefrenchsoftware.radiomusicbox.apk,0.0,0.0,66.67,0.0
adsblocker.adsskiper.adsblockerbrowser.cuckoo.apk,16.67,17.39,60.0,0.0
com.skipads.skipyoutubeadsandcommercials.apk,0.0,27.27,0.0,0.0
com.udicorn.proxybrowser.unblockwebsites.apk,23.81,23.53,18.18,0.0
com.eset.ems2.gp.apk,27.78,46.67,25.0,0.0
com.khashayar.netshield.browsers.apk,16.67,12.5,33.33,0.0
com.UCMobile.intl.apk,42.19,23.88,40.62,6.67
